county_state,latitude,longitude,deaths_per_100K,cluster_num,Reg_Avg_Deaths_per_100K
"Stanley County, South Dakota",44.4,-100.75,0.0,107,12.13784510347614
"Sully County, South Dakota",44.71,-100.13,0.0,189,11.43999048361628
"Todd County, South Dakota",43.18,-100.73,39.30431364842291,107,12.13784510347614
"Tripp County, South Dakota",43.34,-99.88,0.0,107,12.13784510347614
"Turner County, South Dakota",43.31,-97.15,0.0,170,0.8766546857192952
"Union County, South Dakota",42.83,-96.65,18.83002761737384,116,40.7722888069608
"Walworth County, South Dakota",45.43,-100.03,0.0,189,11.43999048361628
"Yankton County, South Dakota",43.01,-97.39,8.766546857192951,170,0.8766546857192952
"Ziebach County, South Dakota",44.98,-101.67,0.0,13,1.9396004787013446
"Anderson County, Tennessee",36.11,-84.2,6.495362311309725,14,7.344269738784417
